epoch,train_loss,valid_loss,val_mrr,f1_macro
1,1.1606835859472102,1.7629462342331375,48.178506375227684,0.4203232124115841
2,0.7406358364495365,0.7405028878778651,67.4408014571949,0.6081004903629027
3,0.5874106749621305,0.5606588833573936,78.09653916211293,0.7743067926601037
4,0.5464068162441253,0.6057046703670336,75.72859744990893,0.739864105561313
